threshold,faucet,reduction,comp,1,2,3,4,5,6,7,8,9,10
19900,4,63,9,0,60,61,61,62,62,62,62,66,60
19900,5,64,8,0,61,62,62,63,63,62,63,67,61
19900,6,65,8,0,61,63,63,64,64,63,65,69,63
19900,7,66,8,0,62,63,64,65,65,64,66,70,64
19900,8,67,8,0,63,64,64,65,66,65,67,72,65
20000,4,63,9,0,60,61,61,62,62,62,62,66,60
20000,5,64,8,0,61,62,62,63,63,62,63,67,61
20000,6,65,8,0,61,63,63,64,64,63,65,69,63
20000,7,66,8,0,62,63,64,65,65,64,66,70,64
20000,8,67,8,0,63,64,64,65,66,65,67,72,65
20100,4,63,9,0,60,61,61,62,62,62,62,66,60
20100,5,64,8,0,61,62,62,63,63,62,63,67,61
20100,6,65,8,0,61,63,63,64,64,63,65,69,63
20100,7,66,8,0,62,63,64,65,65,64,66,70,64
20100,8,67,8,0,63,64,64,65,66,65,67,72,65
20200,4,63,9,0,60,61,61,62,62,62,62,66,60
20200,5,64,8,0,61,62,62,63,63,62,63,67,61
20200,6,65,8,0,61,63,63,64,64,63,64,69,63
20200,7,66,8,0,62,63,64,65,65,64,66,70,64
20200,8,67,8,0,63,64,64,65,66,64,67,72,65
20300,4,63,9,0,60,61,61,62,62,62,62,66,60
20300,5,64,8,0,61,62,62,63,63,62,63,67,61
20300,6,65,8,0,61,63,63,64,64,63,64,69,63
20300,7,66,8,0,62,63,64,64,65,64,66,70,64
20300,8,67,8,0,62,64,64,65,66,64,67,72,65
20400,5,64,8,0,61,62,62,63,63,62,63,67,61
20400,6,65,8,0,61,63,63,64,64,63,64,69,63
20400,7,66,8,0,62,63,64,64,65,64,66,70,64
20400,8,67,8,0,62,64,64,65,66,64,67,72,65
20500,5,63,8,0,61,62,62,63,63,62,63,67,61
20500,6,64,8,0,61,63,63,63,64,63,64,69,62
20500,7,66,8,0,62,63,64,64,65,64,65,70,64
20500,8,66,8,0,62,64,64,65,66,64,67,71,65
20600,5,63,8,0,61,62,62,63,63,62,63,67,61
20600,6,64,8,0,61,63,63,63,64,63,64,69,62
20600,7,65,8,0,62,63,63,64,65,64,65,70,64
20600,8,66,8,0,62,64,64,65,66,64,67,71,65
20600,9,67,8,0,63,65,65,66,67,65,68,73,66
20700,5,63,8,0,61,62,62,63,63,62,63,67,61
20700,6,64,8,0,61,62,63,63,64,63,64,69,62
20700,7,65,8,0,62,63,63,64,65,64,65,70,64
20700,8,66,8,0,62,64,64,65,66,64,67,71,65
20700,9,67,8,0,63,64,65,66,67,65,68,73,66
20800,5,63,8,0,61,62,62,63,63,62,63,67,61
20800,6,64,8,0,61,62,63,63,64,63,64,68,62
20800,7,65,8,0,62,63,63,64,65,64,65,70,64
20800,8,66,8,0,62,64,64,65,66,64,66,71,65
20800,9,67,8,0,63,64,65,66,67,65,68,73,66
20900,5,63,8,0,61,62,62,63,63,62,63,67,61
20900,6,64,8,0,61,62,63,63,64,63,64,68,62
20900,7,65,8,0,62,63,63,64,65,64,65,70,64
20900,8,66,8,0,62,64,64,65,66,64,66,71,65
20900,9,67,8,0,63,64,65,66,67,65,68,73,66
21000,5,63,8,0,61,62,62,63,63,62,63,67,61
21000,6,64,8,0,61,62,63,63,64,63,64,68,62
21000,7,65,8,0,62,63,63,64,65,64,65,70,64
21000,8,66,8,0,62,64,64,65,66,64,66,71,65
21000,9,67,8,0,63,64,65,66,67,65,67,73,66
21100,5,63,8,0,61,62,62,63,63,62,63,67,61
21100,6,64,8,0,61,62,63,63,64,63,64,68,62
21100,7,65,8,0,62,63,63,64,65,63,65,70,64
21100,8,66,8,0,62,64,64,65,66,64,66,71,65
21100,9,67,8,0,63,64,65,66,66,65,67,73,66
21200,5,63,8,0,61,62,62,63,63,62,63,67,61
21200,6,64,8,0,61,62,63,63,64,63,64,68,62
21200,7,65,8,0,62,63,63,64,65,63,65,70,64
21200,8,66,8,0,62,64,64,65,66,64,66,71,65
21200,9,67,8,0,63,64,65,66,66,65,67,72,66
21300,5,63,8,0,61,62,62,63,63,62,63,67,61
21300,6,64,8,0,61,62,63,63,64,63,64,68,62
21300,7,65,8,0,62,63,63,64,65,63,65,70,63
21300,8,66,8,0,62,64,64,65,66,64,66,71,65
21300,9,67,8,0,63,64,65,66,66,65,67,72,66
21400,5,63,8,0,61,62,62,63,63,62,63,67,61
21400,6,64,8,0,61,62,62,63,64,63,64,68,62
21400,7,65,8,0,62,63,63,64,65,63,65,70,63
21400,8,66,8,0,62,64,64,65,66,64,66,71,65
21400,9,67,8,0,63,64,65,66,66,65,67,72,66
21500,5,63,8,0,61,62,62,63,63,62,63,67,61
21500,6,64,8,0,61,62,62,63,64,63,64,68,62
21500,7,65,8,0,62,63,63,64,65,63,65,70,63
21500,8,66,8,0,62,64,64,65,65,64,66,71,65
21500,9,67,8,0,63,64,65,66,66,65,67,72,66
21600,5,63,8,0,61,62,62,63,63,62,63,67,61
21600,6,64,8,0,61,62,62,63,64,63,64,68,62
21600,7,65,8,0,62,63,63,64,65,63,65,70,63
21600,8,66,8,0,62,64,64,65,65,64,66,71,65
21600,9,67,8,0,63,64,64,66,66,65,67,72,66
21700,5,63,8,0,61,62,62,62,63,62,63,67,61
21700,6,64,8,0,61,62,62,63,64,63,64,68,62
21700,7,65,8,0,62,63,63,64,65,63,65,69,63
21700,8,66,8,0,62,64,64,65,65,64,66,71,65
21700,9,67,8,0,63,64,64,66,66,65,67,72,66
21800,5,63,8,0,61,62,62,62,63,62,63,67,61
21800,6,64,8,0,61,62,62,63,64,63,64,68,62
21800,7,65,8,0,62,63,63,64,65,63,65,69,63
21800,8,66,8,0,62,64,64,65,65,64,66,71,64
21800,9,67,8,0,63,64,64,66,66,65,67,72,66
21900,5,63,8,0,61,62,62,62,63,62,63,67,61
21900,6,64,8,0,61,62,62,63,64,63,64,68,62
21900,7,65,8,0,62,63,63,64,65,63,65,69,63
21900,8,66,8,0,62,64,64,65,65,64,66,71,64
21900,9,67,8,0,63,64,64,66,66,65,67,72,66
22000,5,63,8,0,61,62,62,62,63,62,63,67,61
22000,6,64,8,0,61,62,62,63,64,63,64,68,62
22000,7,65,8,0,62,63,63,64,64,63,65,69,63
22000,8,66,8,0,62,64,64,65,65,64,66,71,64
22000,9,67,8,0,63,64,64,66,66,65,67,72,66
22100,5,63,8,0,61,62,62,62,63,62,63,67,61
22100,6,64,8,0,61,62,62,63,64,63,64,68,62
22100,7,65,8,0,62,63,63,64,64,63,65,69,63
22100,8,66,8,0,62,63,64,65,65,64,66,71,64
22100,9,67,8,0,63,64,64,66,66,65,67,72,66
22200,5,63,8,0,61,62,62,62,63,62,63,67,61
22200,6,64,8,0,61,62,62,63,64,63,64,68,62
22200,7,65,8,0,62,63,63,64,64,63,65,69,63
22200,8,66,8,0,62,63,64,65,65,64,66,71,64
22200,9,67,8,0,63,64,64,66,66,65,67,72,66
22300,5,63,8,0,61,62,62,62,63,62,63,67,61
22300,6,64,8,0,61,62,62,63,64,63,64,68,62
22300,7,65,8,0,62,63,63,64,64,63,65,69,63
22300,8,66,8,0,62,63,64,65,65,64,66,71,64
22300,9,67,8,0,63,64,64,65,66,65,67,72,65
22400,5,63,8,0,61,62,62,62,63,62,63,67,61
22400,6,64,8,0,61,62,62,63,64,63,64,68,62
22400,7,65,8,0,62,63,63,64,64,63,65,69,63
22400,8,66,8,0,62,63,64,65,65,64,66,70,64
22400,9,67,8,0,63,64,64,65,66,65,67,72,65
22500,5,63,8,0,61,62,62,62,63,62,63,67,61
22500,6,64,8,0,61,62,62,63,64,63,64,68,62
22500,7,65,8,0,62,63,63,64,64,63,65,69,63
22500,8,66,8,0,62,63,64,65,65,64,66,70,64
22500,9,67,8,0,63,64,64,65,66,65,67,72,65
22600,5,63,8,0,61,62,62,62,63,62,63,66,61
22600,6,64,8,0,61,62,62,63,64,63,64,68,62
22600,7,65,8,0,62,63,63,64,64,63,65,69,63
22600,8,66,8,0,62,63,64,65,65,64,66,70,64
22600,9,67,8,0,63,64,64,65,66,64,67,72,65
22700,5,63,8,0,61,62,62,62,63,62,63,66,61
22700,6,64,8,0,61,62,62,63,64,63,64,68,62
22700,7,65,8,0,62,63,63,64,64,63,65,69,63
22700,8,66,8,0,62,63,64,65,65,64,66,70,64
22700,9,67,8,0,63,64,64,65,66,64,67,72,65
22800,5,63,8,0,61,62,62,62,63,62,63,66,61
22800,6,64,9,0,61,62,62,63,63,63,64,68,62
22800,7,65,8,0,62,63,63,64,64,63,65,69,63
22800,8,66,8,0,62,63,64,64,65,64,66,70,64
22800,9,67,8,0,62,64,64,65,66,64,67,72,65
22900,5,63,8,0,61,62,62,62,63,62,63,66,60
22900,6,64,8,0,61,62,62,63,63,62,64,68,62
22900,7,65,8,0,62,63,63,64,64,63,65,69,63
22900,8,66,8,0,62,63,64,64,65,64,66,70,64
22900,9,67,8,0,62,64,64,65,66,64,67,72,65
23000,5,63,8,0,61,61,62,62,63,62,63,66,60
23000,6,64,8,0,61,62,62,63,63,62,64,68,62
23000,7,65,8,0,62,63,63,64,64,63,65,69,63
23000,8,66,8,0,62,63,64,64,65,64,66,70,64
23000,9,67,8,0,62,64,64,65,66,64,67,71,65
23100,5,63,8,0,61,61,62,62,63,62,63,66,60
23100,6,64,8,0,61,62,62,63,63,62,64,68,62
23100,7,65,8,0,62,63,63,64,64,63,65,69,63
23100,8,66,8,0,62,63,64,64,65,64,66,70,64
23100,9,66,8,0,62,64,64,65,66,64,67,71,65
23200,5,63,8,0,61,61,62,62,63,62,63,66,60
23200,6,64,8,0,61,62,62,63,63,62,64,68,62
23200,7,65,8,0,61,63,63,64,64,63,65,69,63
23200,8,66,8,0,62,63,64,64,65,64,66,70,64
23200,9,66,8,0,62,64,64,65,66,64,67,71,65
23300,5,63,8,0,61,61,62,62,63,62,63,66,60
23300,6,64,8,0,61,62,62,63,63,62,64,68,62
23300,7,65,8,0,61,63,63,64,64,63,65,69,63
23300,8,66,8,0,62,63,63,64,65,64,66,70,64
23300,9,66,8,0,62,64,64,65,66,64,66,71,65
23400,5,63,8,0,61,61,62,62,63,62,63,66,60
23400,6,64,8,0,61,62,62,63,63,62,64,68,62
23400,7,65,8,0,61,63,63,64,64,63,65,69,63
23400,8,66,8,0,62,63,63,64,65,64,65,70,64
23400,9,66,8,0,62,64,64,65,66,64,66,71,65
23400,10,67,8,0,63,65,65,66,66,65,68,73,66
23500,5,63,8,0,61,61,62,62,63,62,63,66,60
23500,6,64,8,0,61,62,62,63,63,62,64,67,61
23500,7,65,8,0,61,63,63,64,64,63,64,69,63
23500,8,65,8,0,62,63,63,64,65,64,65,70,64
23500,9,66,8,0,62,64,64,65,66,64,66,71,65
23500,10,67,8,0,63,65,65,66,66,65,67,73,66
23600,5,63,8,0,61,61,62,62,63,62,63,66,60
23600,6,64,8,0,61,62,62,63,63,62,63,67,61
23600,7,65,8,0,61,63,63,64,64,63,64,69,63
23600,8,65,8,0,62,63,63,64,65,64,65,70,64
23600,9,66,8,0,62,64,64,65,66,64,66,71,65
23600,10,67,8,0,63,65,65,66,66,65,67,73,66
23700,5,63,8,0,61,61,62,62,63,62,62,66,60
23700,6,64,8,0,61,62,62,63,63,62,63,67,61
23700,7,65,8,0,61,63,63,64,64,63,64,69,63
23700,8,65,8,0,62,63,63,64,65,64,65,70,64
23700,9,66,8,0,62,64,64,65,66,64,66,71,65
23700,10,67,8,0,63,65,65,66,66,65,67,73,66
23800,5,63,8,0,61,61,62,62,63,62,62,66,60
23800,6,64,8,0,61,62,62,63,63,62,63,67,61
23800,7,65,8,0,61,63,63,64,64,63,64,69,63
23800,8,65,8,0,62,63,63,64,65,64,65,70,64
23800,9,66,8,0,62,64,64,65,66,64,66,71,65
23800,10,67,8,0,63,65,65,66,66,65,67,72,66
23900,5,63,8,0,61,61,62,62,63,62,62,66,60
23900,6,64,8,0,61,62,62,63,63,62,63,67,61
23900,7,65,8,0,61,63,63,64,64,63,64,69,62
23900,8,65,8,0,62,63,63,64,65,64,65,70,64
23900,9,66,8,0,62,64,64,65,66,64,66,71,65
23900,10,67,8,0,63,65,65,66,66,65,67,72,66
24000,5,63,9,0,61,61,62,62,62,62,62,66,60
24000,6,64,8,0,61,62,62,63,63,62,63,67,61
24000,7,64,8,0,61,63,63,64,64,63,64,69,62
24000,8,65,8,0,62,63,63,64,65,64,65,70,64
24000,9,66,8,0,62,64,64,65,66,64,66,71,65
24000,10,67,8,0,63,65,65,66,66,65,67,72,66
24100,5,63,9,0,60,61,62,62,62,62,62,66,60
24100,6,64,8,0,61,62,62,63,63,62,63,67,61
24100,7,64,8,0,61,62,63,64,64,63,64,69,62
24100,8,65,8,0,62,63,63,64,65,64,65,70,64
24100,9,66,8,0,62,64,64,65,66,64,66,71,65
24100,10,67,8,0,63,65,65,66,66,65,67,72,66
24200,5,63,9,0,60,61,61,62,62,62,62,66,60
24200,6,64,8,0,61,62,62,63,63,62,63,67,61
24200,7,64,8,0,61,62,63,63,64,63,64,68,62
24200,8,65,8,0,62,63,63,64,65,64,65,70,64
24200,9,66,8,0,62,64,64,65,65,64,66,71,65
24200,10,67,8,0,63,64,65,66,66,65,67,72,66
24300,5,63,9,0,60,61,61,62,62,62,62,66,60
24300,6,64,8,0,61,62,62,63,63,62,63,67,61
24300,7,64,8,0,61,62,63,63,64,63,64,68,62
24300,8,65,8,0,62,63,63,64,65,63,65,70,63
24300,9,66,8,0,62,64,64,65,65,64,66,71,65
24300,10,67,8,0,63,64,65,66,66,65,67,72,66
24400,5,63,9,0,60,61,61,62,62,62,62,66,60
24400,6,64,8,0,61,62,62,63,63,62,63,67,61
24400,7,64,8,0,61,62,63,63,64,63,64,68,62
24400,8,65,8,0,62,63,63,64,65,63,65,70,63
24400,9,66,8,0,62,64,64,65,65,64,66,71,65
24400,10,67,8,0,63,64,65,66,66,65,67,72,66
24500,5,63,9,0,60,61,61,62,62,62,62,66,60
24500,6,63,8,0,61,62,62,63,63,62,63,67,61
24500,7,64,8,0,61,62,63,63,64,63,64,68,62
24500,8,65,8,0,62,63,63,64,65,63,65,70,63
24500,9,66,8,0,62,64,64,65,65,64,66,71,64
24500,10,67,8,0,63,64,65,66,66,65,67,72,66
24600,5,63,9,0,60,61,61,62,62,62,62,66,60
24600,6,63,8,0,61,62,62,63,63,62,63,67,61
24600,7,64,8,0,61,62,63,63,64,63,64,68,62
24600,8,65,8,0,62,63,63,64,65,63,65,70,63
24600,9,66,8,0,62,64,64,65,65,64,66,71,64
24600,10,67,8,0,63,64,64,66,66,65,67,72,66
24700,5,63,9,0,60,61,61,62,62,62,62,66,60
24700,6,63,8,0,61,62,62,63,63,62,63,67,61
24700,7,64,8,0,61,62,63,63,64,63,64,68,62
24700,8,65,8,0,62,63,63,64,65,63,65,70,63
24700,9,66,8,0,62,64,64,65,65,64,66,71,64
24700,10,67,8,0,63,64,64,66,66,65,67,72,66
24800,5,63,9,0,60,61,61,62,62,62,62,66,60
24800,6,63,8,0,61,62,62,63,63,62,63,67,61
24800,7,64,8,0,61,62,63,63,64,63,64,68,62
24800,8,65,8,0,62,63,63,64,65,63,65,69,63
24800,9,66,8,0,62,63,64,65,65,64,66,71,64
24800,10,67,8,0,63,64,64,66,66,65,67,72,66
24900,5,63,9,0,60,61,61,62,62,62,62,66,60
24900,6,63,8,0,61,62,62,63,63,62,63,67,61
24900,7,64,8,0,61,62,63,63,64,63,64,68,62
24900,8,65,8,0,62,63,63,64,65,63,65,69,63
24900,9,66,8,0,62,63,64,65,65,64,66,71,64
24900,10,67,8,0,63,64,64,66,66,65,67,72,66
25000,5,63,9,0,60,61,61,62,62,62,62,66,60
25000,6,63,8,0,61,62,62,63,63,62,63,67,61
25000,7,64,8,0,61,62,63,63,64,63,64,68,62
25000,8,65,8,0,62,63,63,64,65,63,65,69,63
25000,9,66,8,0,62,63,64,65,65,64,66,71,64
25000,10,67,8,0,63,64,64,65,66,65,67,72,65
25100,5,63,9,0,60,61,61,62,62,62,62,66,60
25100,6,63,8,0,61,62,62,63,63,62,63,67,61
25100,7,64,8,0,61,62,63,63,64,63,64,68,62
25100,8,65,8,0,62,63,63,64,65,63,65,69,63
25100,9,66,8,0,62,63,64,65,65,64,66,71,64
25100,10,67,8,0,63,64,64,65,66,65,67,72,65
25200,5,63,8,0,60,61,61,62,62,61,62,66,60
25200,6,63,8,0,61,62,62,63,63,62,63,67,61
25200,7,64,8,0,61,62,63,63,64,63,64,68,62
25200,8,65,8,0,62,63,63,64,64,63,65,69,63
25200,9,66,8,0,62,63,64,65,65,64,66,70,64
25200,10,67,8,0,63,64,64,65,66,65,67,72,65
25300,5,63,8,0,60,61,61,62,62,61,62,66,60
25300,6,63,8,0,61,62,62,63,63,62,63,67,61
25300,7,64,8,0,61,62,63,63,64,63,64,68,62
25300,8,65,8,0,62,63,63,64,64,63,65,69,63
25300,9,66,8,0,62,63,64,65,65,64,66,70,64
25300,10,67,8,0,63,64,64,65,66,64,67,72,65
25400,5,63,8,0,60,61,61,62,62,61,62,66,60
25400,6,63,8,0,61,62,62,62,63,62,63,67,61
25400,7,64,8,0,61,62,63,63,64,63,64,68,62
25400,8,65,8,0,62,63,63,64,64,63,65,69,63
25400,9,66,8,0,62,63,64,65,65,64,66,70,64
25400,10,67,8,0,63,64,64,65,66,64,67,72,65
25500,6,63,8,0,61,62,62,62,63,62,63,67,61
25500,7,64,8,0,61,62,63,63,64,63,64,68,62
25500,8,65,8,0,62,63,63,64,64,63,65,69,63
25500,9,66,8,0,62,63,64,65,65,64,66,70,64
25500,10,67,8,0,63,64,64,65,66,64,67,72,65
25600,6,63,8,0,61,62,62,62,63,62,63,67,61
25600,7,64,8,0,61,62,63,63,64,63,64,68,62
25600,8,65,8,0,62,63,63,64,64,63,65,69,63
25600,9,66,8,0,62,63,64,65,65,64,66,70,64
25600,10,67,8,0,63,64,64,65,66,64,67,72,65
25600,11,67,8,0,63,65,65,66,67,65,68,73,66
25700,6,63,8,0,61,62,62,62,63,62,63,67,61
25700,7,64,8,0,61,62,63,63,64,63,64,68,62
25700,8,65,8,0,62,63,63,64,64,63,65,69,63
25700,9,66,8,0,62,63,64,65,65,64,66,70,64
25700,10,67,8,0,63,64,64,65,66,64,67,72,65
25700,11,67,8,0,63,65,65,66,67,65,68,73,66
25800,6,63,8,0,61,62,62,62,63,62,63,67,61
25800,7,64,8,0,61,62,63,63,64,63,64,68,62
25800,8,65,8,0,62,63,63,64,64,63,65,69,63
25800,9,66,8,0,62,63,64,65,65,64,66,70,64
25800,10,67,8,0,63,64,64,65,66,64,67,71,65
25800,11,67,8,0,63,65,65,66,66,65,67,73,66
25900,6,63,8,0,61,62,62,62,63,62,63,67,61
25900,7,64,8,0,61,62,62,63,64,63,64,68,62
25900,8,65,8,0,62,63,63,64,64,63,65,69,63
25900,9,66,8,0,62,63,64,65,65,64,66,70,64
25900,10,67,8,0,63,64,64,65,66,64,67,71,65
25900,11,67,8,0,63,65,65,66,66,65,67,73,66
26000,6,63,8,0,61,62,62,62,63,62,63,67,61
26000,7,64,8,0,61,62,62,63,64,63,64,68,62
26000,8,65,8,0,62,63,63,64,64,63,65,69,63
26000,9,66,8,0,62,63,63,64,65,64,66,70,64
26000,10,67,8,0,63,64,64,65,66,64,67,71,65
26000,11,67,8,0,63,65,65,66,66,65,67,73,66
26100,6,63,8,0,61,62,62,62,63,62,63,67,61
26100,7,64,8,0,61,62,62,63,64,63,64,68,62
26100,8,65,8,0,62,63,63,64,64,63,65,69,63
26100,9,66,8,0,62,63,63,64,65,64,66,70,64
26100,10,67,8,0,63,64,64,65,66,64,67,71,65
26100,11,67,8,0,63,65,65,66,66,65,67,72,66
26200,6,63,8,0,61,62,62,62,63,62,63,67,61
26200,7,64,8,0,61,62,62,63,64,63,64,68,62
26200,8,65,8,0,62,63,63,64,64,63,65,69,63
26200,9,66,8,0,62,63,63,64,65,64,66,70,64
26200,10,67,8,0,63,64,64,65,66,64,66,71,65
26200,11,67,8,0,63,65,65,66,66,65,67,72,66
26300,6,63,8,0,61,62,62,62,63,62,63,67,61
26300,7,64,8,0,61,62,62,63,64,63,64,68,62
26300,8,65,8,0,62,63,63,64,64,63,65,69,63
26300,9,66,8,0,62,63,63,64,65,64,65,70,64
26300,10,66,8,0,63,64,64,65,66,64,66,71,65
26300,11,67,8,0,63,65,65,66,66,65,67,72,66
26400,6,63,8,0,61,62,62,62,63,62,63,67,61
26400,7,64,8,0,61,62,62,63,64,62,64,68,62
26400,8,65,8,0,62,63,63,64,64,63,65,69,63
26400,9,65,8,0,62,63,63,64,65,64,65,70,64
26400,10,66,8,0,63,64,64,65,66,64,66,71,65
26400,11,67,8,0,63,65,65,66,66,65,67,72,66
26500,6,63,8,0,61,62,62,62,63,62,63,67,61
26500,7,64,8,0,61,62,62,63,64,62,64,68,62
26500,8,65,8,0,62,63,63,64,64,63,65,69,63
26500,9,65,8,0,62,63,63,64,65,64,65,70,64
26500,10,66,8,0,63,64,64,65,66,64,66,71,65
26500,11,67,8,0,63,64,65,66,66,65,67,72,66
26600,6,63,8,0,61,62,62,62,63,62,63,67,61
26600,7,64,8,0,61,62,62,63,63,62,64,68,62
26600,8,65,8,0,61,63,63,64,64,63,65,69,63
26600,9,65,8,0,62,63,63,64,65,64,65,70,64
26600,10,66,8,0,63,64,64,65,66,64,66,71,65
26600,11,67,8,0,63,64,65,66,66,65,67,72,66
26700,6,63,8,0,61,62,62,62,63,62,63,67,61
26700,7,64,8,0,61,62,62,63,63,62,64,68,62
26700,8,65,8,0,61,63,63,64,64,63,65,69,63
26700,9,65,8,0,62,63,63,64,65,64,65,70,64
26700,10,66,8,0,63,64,64,65,66,64,66,71,65
26700,11,67,8,0,63,64,65,66,66,65,67,72,66
26800,6,63,8,0,61,62,62,62,63,62,63,67,61
26800,7,64,8,0,61,62,62,63,63,62,64,68,62
26800,8,65,8,0,61,63,63,64,64,63,64,69,63
26800,9,65,8,0,62,63,63,64,65,64,65,70,64
26800,10,66,8,0,63,64,64,65,66,64,66,71,65
26800,11,67,8,0,63,64,64,66,66,65,67,72,66
26900,6,63,8,0,61,62,62,62,63,62,63,67,61
26900,7,64,8,0,61,62,62,63,63,62,64,68,62
26900,8,65,8,0,61,63,63,64,64,63,64,69,63
26900,9,65,8,0,62,63,63,64,65,64,65,70,64
26900,10,66,8,0,63,64,64,65,65,64,66,71,65
26900,11,67,8,0,63,64,64,66,66,65,67,72,66
27000,6,63,8,0,61,62,62,62,63,62,63,67,61
27000,7,64,8,0,61,62,62,63,63,62,64,68,62
27000,8,65,8,0,61,63,63,64,64,63,64,69,63
27000,9,65,8,0,62,63,63,64,65,64,65,70,64
27000,10,66,8,0,63,64,64,65,65,64,66,71,65
27000,11,67,8,0,63,64,64,66,66,65,67,72,66
27100,6,63,8,0,61,62,62,62,63,62,63,67,61
27100,7,64,8,0,61,62,62,63,63,62,64,68,62
27100,8,65,8,0,61,63,63,64,64,63,64,69,63
27100,9,65,8,0,62,63,63,64,65,63,65,70,64
27100,10,66,8,0,63,64,64,65,65,64,66,71,65
27100,11,67,8,0,63,64,64,66,66,65,67,72,66
27200,6,63,8,0,61,62,62,62,63,62,63,66,61
27200,7,64,8,0,61,62,62,63,63,62,64,68,62
27200,8,65,8,0,61,63,63,64,64,63,64,69,63
27200,9,65,8,0,62,63,63,64,65,63,65,70,64
27200,10,66,8,0,63,64,64,65,65,64,66,71,65
27200,11,67,8,0,63,64,64,65,66,65,67,72,66
27300,6,63,8,0,61,62,62,62,63,62,63,66,61
27300,7,64,8,0,61,62,62,63,63,62,64,68,61
27300,8,64,8,0,61,63,63,63,64,63,64,69,62
27300,9,65,8,0,62,63,63,64,65,63,65,70,63
27300,10,66,8,0,63,64,64,65,65,64,66,71,65
27300,11,67,8,0,63,64,64,65,66,65,67,72,66
27400,6,63,8,0,61,62,62,62,63,62,63,66,60
27400,7,64,8,0,61,62,62,63,63,62,63,68,61
27400,8,64,8,0,61,63,63,63,64,63,64,69,62
27400,9,65,8,0,62,63,63,64,65,63,65,70,63
27400,10,66,8,0,63,64,64,65,65,64,66,71,64
27400,11,67,8,0,63,64,64,65,66,65,67,72,65
27500,6,63,8,0,61,62,62,62,63,62,63,66,60
27500,7,64,8,0,61,62,62,63,63,62,63,67,61
27500,8,64,8,0,61,63,63,63,64,63,64,69,62
27500,9,65,8,0,62,63,63,64,65,63,65,70,63
27500,10,66,8,0,63,64,64,65,65,64,66,71,64
27500,11,67,8,0,63,64,64,65,66,65,67,72,65
27600,6,63,8,0,61,61,62,62,63,62,63,66,60
27600,7,64,8,0,61,62,62,63,63,62,63,67,61
27600,8,64,8,0,61,62,63,63,64,63,64,69,62
27600,9,65,8,0,62,63,63,64,65,63,65,70,63
27600,10,66,8,0,63,64,64,65,65,64,66,71,64
27600,11,67,8,0,63,64,64,65,66,64,67,72,65
27700,6,63,8,0,61,61,62,62,63,62,63,66,60
27700,7,64,8,0,61,62,62,63,63,62,63,67,61
27700,8,64,8,0,61,62,63,63,64,63,64,68,62
27700,9,65,8,0,62,63,63,64,65,63,65,70,63
27700,10,66,8,0,63,64,64,65,65,64,66,71,64
27700,11,67,8,0,63,64,64,65,66,64,67,72,65
27800,6,63,8,0,61,61,62,62,63,62,63,66,60
27800,7,64,8,0,61,62,62,63,63,62,63,67,61
27800,8,64,8,0,61,62,63,63,64,63,64,68,62
27800,9,65,8,0,62,63,63,64,65,63,65,70,63
27800,10,66,8,0,62,64,64,65,65,64,66,71,64
27800,11,67,8,0,63,64,64,65,66,64,67,72,65
27900,6,63,8,0,61,61,62,62,63,62,63,66,60
27900,7,64,8,0,61,62,62,63,63,62,63,67,61
27900,8,64,8,0,61,62,63,63,64,63,64,68,62
27900,9,65,8,0,62,63,63,64,65,63,65,69,63
27900,10,66,8,0,62,64,64,65,65,64,66,71,64
27900,11,67,8,0,63,64,64,65,66,64,67,72,65
27900,12,67,8,0,63,65,65,66,67,65,68,73,66
28000,6,63,8,0,61,61,62,62,63,62,63,66,60
28000,7,64,8,0,61,62,62,63,63,62,63,67,61
28000,8,64,8,0,61,62,63,63,64,63,64,68,62
28000,9,65,8,0,62,63,63,64,65,63,65,69,63
28000,10,66,8,0,62,64,64,65,65,64,66,71,64
28000,11,67,8,0,63,64,64,65,66,64,67,72,65
28000,12,67,8,0,63,65,65,66,67,65,68,73,66
28100,6,63,8,0,61,61,62,62,63,62,63,66,60
28100,7,64,8,0,61,62,62,63,63,62,63,67,61
28100,8,64,8,0,61,62,63,63,64,63,64,68,62
28100,9,65,8,0,62,63,63,64,65,63,65,69,63
28100,10,66,8,0,62,64,64,65,65,64,66,71,64
28100,11,67,8,0,63,64,64,65,66,64,67,72,65
28100,12,67,8,0,63,65,65,66,66,65,67,73,66
28200,6,63,8,0,61,61,62,62,63,62,63,66,60
28200,7,64,8,0,61,62,62,63,63,62,63,67,61
28200,8,64,8,0,61,62,63,63,64,63,64,68,62
28200,9,65,8,0,62,63,63,64,65,63,65,69,63
28200,10,66,8,0,62,64,64,65,65,64,66,71,64
28200,11,67,8,0,63,64,64,65,66,64,67,72,65
28200,12,67,8,0,63,65,65,66,66,65,67,73,66
28300,6,63,8,0,61,61,62,62,63,62,62,66,60
28300,7,64,8,0,61,62,62,63,63,62,63,67,61
28300,8,64,8,0,61,62,63,63,64,63,64,68,62
28300,9,65,8,0,62,63,63,64,64,63,65,69,63
28300,10,66,8,0,62,64,64,65,65,64,66,70,64
28300,11,67,8,0,63,64,64,65,66,64,67,72,65
28300,12,67,8,0,63,65,65,66,66,65,67,73,66
28400,6,63,8,0,61,61,62,62,63,62,62,66,60
28400,7,64,8,0,61,62,62,63,63,62,63,67,61
28400,8,64,8,0,61,62,63,63,64,63,64,68,62
28400,9,65,8,0,62,63,63,64,64,63,65,69,63
