threshold,faucet,reduction,comp,1,2,3,4,5,6,7,8,9,10
28400,10,66,8,0,62,64,64,65,65,64,66,70,64
28400,11,67,8,0,63,64,64,65,66,64,67,71,65
28400,12,67,8,0,63,65,65,66,66,65,67,73,66
28500,6,63,8,0,61,61,62,62,63,62,62,66,60
28500,7,64,8,0,61,62,62,63,63,62,63,67,61
28500,8,64,8,0,61,62,63,63,64,63,64,68,62
28500,9,65,8,0,62,63,63,64,64,63,65,69,63
28500,10,66,8,0,62,64,64,65,65,64,66,70,64
28500,11,67,8,0,63,64,64,65,66,64,67,71,65
28500,12,67,8,0,63,65,65,66,66,65,67,72,66
28600,6,63,8,0,61,61,62,62,63,62,62,66,60
28600,7,64,8,0,61,62,62,63,63,62,63,67,61
28600,8,64,8,0,61,62,63,63,64,63,64,68,62
28600,9,65,8,0,62,63,63,64,64,63,65,69,63
28600,10,66,8,0,62,64,64,65,65,64,66,70,64
28600,11,67,8,0,63,64,64,65,66,64,67,71,65
28600,12,67,8,0,63,65,65,66,66,65,67,72,66
28700,6,63,8,0,61,61,61,62,63,62,62,66,60
28700,7,63,8,0,61,62,62,63,63,62,63,67,61
28700,8,64,8,0,61,62,63,63,64,63,64,68,62
28700,9,65,8,0,62,63,63,64,64,63,65,69,63
28700,10,66,8,0,62,64,64,65,65,64,66,70,64
28700,11,67,8,0,63,64,64,65,66,64,66,71,65
28700,12,67,8,0,63,64,65,66,66,65,67,72,66
28800,6,63,9,0,61,61,61,62,62,62,62,66,60
28800,7,63,8,0,61,62,62,63,63,62,63,67,61
28800,8,64,8,0,61,62,63,63,64,63,64,68,62
28800,9,65,8,0,62,63,63,64,64,63,65,69,63
28800,10,66,8,0,62,64,64,65,65,64,66,70,64
28800,11,66,8,0,63,64,64,65,66,64,66,71,65
28800,12,67,8,0,63,64,65,66,66,65,67,72,66
28900,6,63,9,0,60,61,61,62,62,62,62,66,60
28900,7,63,8,0,61,62,62,63,63,62,63,67,61
28900,8,64,8,0,61,62,63,63,64,63,64,68,62
28900,9,65,8,0,62,63,63,64,64,63,65,69,63
28900,10,66,8,0,62,64,64,65,65,64,66,70,64
28900,11,66,8,0,63,64,64,65,66,64,66,71,65
28900,12,67,8,0,63,64,65,66,66,65,67,72,66
29000,6,63,9,0,60,61,61,62,62,62,62,66,60
29000,7,63,8,0,61,62,62,63,63,62,63,67,61
29000,8,64,8,0,61,62,63,63,64,63,64,68,62
29000,9,65,8,0,62,63,63,64,64,63,65,69,63
29000,10,66,8,0,62,63,64,65,65,64,66,70,64
29000,11,66,8,0,63,64,64,65,66,64,66,71,65
29000,12,67,8,0,63,64,65,66,66,65,67,72,66
29100,6,63,9,0,60,61,61,62,62,62,62,66,60
29100,7,63,8,0,61,62,62,63,63,62,63,67,61
29100,8,64,8,0,61,62,63,63,64,63,64,68,62
29100,9,65,8,0,62,63,63,64,64,63,65,69,63
29100,10,66,8,0,62,63,64,64,65,64,66,70,64
29100,11,66,8,0,63,64,64,65,66,64,66,71,65
29100,12,67,8,0,63,64,64,66,66,65,67,72,66
29200,6,63,9,0,60,61,61,62,62,62,62,66,60
29200,7,63,8,0,61,62,62,63,63,62,63,67,61
29200,8,64,8,0,61,62,63,63,64,63,64,68,62
29200,9,65,8,0,62,63,63,64,64,63,65,69,63
29200,10,66,8,0,62,63,64,64,65,64,66,70,64
29200,11,66,8,0,63,64,64,65,66,64,66,71,65
29200,12,67,8,0,63,64,64,66,66,65,67,72,66
29300,6,63,9,0,60,61,61,62,62,62,62,66,60
29300,7,63,8,0,61,62,62,63,63,62,63,67,61
29300,8,64,8,0,61,62,62,63,64,63,64,68,62
29300,9,65,8,0,62,63,63,64,64,63,65,69,63
29300,10,66,8,0,62,63,64,64,65,64,66,70,64
29300,11,66,8,0,63,64,64,65,66,64,66,71,65
29300,12,67,8,0,63,64,64,66,66,65,67,72,66
29400,6,63,9,0,60,61,61,62,62,62,62,66,60
29400,7,63,8,0,61,62,62,63,63,62,63,67,61
29400,8,64,8,0,61,62,62,63,64,63,64,68,62
29400,9,65,8,0,62,63,63,64,64,63,65,69,63
29400,10,66,8,0,62,63,64,64,65,64,66,70,64
29400,11,66,8,0,63,64,64,65,66,64,66,71,65
29400,12,67,8,0,63,64,64,66,66,65,67,72,66
29500,6,63,9,0,60,61,61,62,62,62,62,66,60
29500,7,63,8,0,61,62,62,63,63,62,63,67,61
29500,8,64,8,0,61,62,62,63,64,63,64,68,62
29500,9,65,8,0,62,63,63,64,64,63,65,69,63
29500,10,66,8,0,62,63,64,64,65,64,65,70,64
29500,11,66,8,0,63,64,64,65,65,64,66,71,65
29500,12,67,8,0,63,64,64,66,66,65,67,72,66
29600,6,63,9,0,60,61,61,62,62,62,62,66,60
29600,7,63,8,0,61,62,62,63,63,62,63,67,61
29600,8,64,8,0,61,62,62,63,64,63,64,68,62
29600,9,65,8,0,62,63,63,64,64,63,65,69,63
29600,10,66,8,0,62,63,63,64,65,64,65,70,64
29600,11,66,8,0,63,64,64,65,65,64,66,71,65
29600,12,67,8,0,63,64,64,66,66,65,67,72,66
29700,6,63,9,0,60,61,61,62,62,62,62,66,60
29700,7,63,8,0,61,62,62,63,63,62,63,67,61
29700,8,64,8,0,61,62,62,63,64,63,64,68,62
29700,9,65,8,0,62,63,63,64,64,63,65,69,63
29700,10,66,8,0,62,63,63,64,65,64,65,70,64
29700,11,66,8,0,63,64,64,65,65,64,66,71,65
29700,12,67,8,0,63,64,64,66,66,65,67,72,66
29800,6,63,9,0,60,61,61,62,62,62,62,66,60
29800,7,63,8,0,61,62,62,63,63,62,63,67,61
29800,8,64,8,0,61,62,62,63,64,63,64,68,62
29800,9,65,8,0,62,63,63,64,64,63,65,69,63
29800,10,66,8,0,62,63,63,64,65,64,65,70,64
29800,11,66,8,0,63,64,64,65,65,64,66,71,65
29800,12,67,8,0,63,64,64,66,66,65,67,72,66
29900,6,63,9,0,60,61,61,62,62,62,62,66,60
29900,7,63,8,0,61,62,62,63,63,62,63,67,61
29900,8,64,8,0,61,62,62,63,64,63,64,68,62
29900,9,65,8,0,61,63,63,64,64,63,65,69,63
29900,10,66,8,0,62,63,63,64,65,64,65,70,64
29900,11,66,8,0,63,64,64,65,65,64,66,71,65
29900,12,67,8,0,63,64,64,65,66,65,67,72,65
30000,6,63,9,0,60,61,61,62,62,62,62,66,60
30000,7,63,8,0,61,62,62,63,63,62,63,67,61
30000,8,64,8,0,61,62,62,63,64,63,64,68,62
30000,9,65,8,0,61,63,63,64,64,63,64,69,63
30000,10,65,8,0,62,63,63,64,65,64,65,70,64
30000,11,66,8,0,63,64,64,65,65,64,66,71,65
30000,12,67,8,0,63,64,64,65,66,65,67,72,65
30100,6,63,9,0,60,61,61,62,62,62,62,66,60
30100,7,63,8,0,61,62,62,62,63,62,63,67,61
30100,8,64,8,0,61,62,62,63,64,63,64,68,62
30100,9,65,8,0,61,63,63,64,64,63,64,69,63
30100,10,65,8,0,62,63,63,64,65,64,65,70,64
30100,11,66,8,0,63,64,64,65,65,64,66,71,64
30100,12,67,8,0,63,64,64,65,66,65,67,72,65
30100,13,67,8,0,63,65,65,66,67,65,68,73,66
30200,6,63,9,0,60,61,61,62,62,62,62,66,60
30200,7,63,8,0,61,62,62,62,63,62,63,67,61
30200,8,64,8,0,61,62,62,63,64,63,64,68,62
30200,9,65,8,0,61,63,63,64,64,63,64,69,63
30200,10,65,8,0,62,63,63,64,65,64,65,70,64
30200,11,66,8,0,63,64,64,65,65,64,66,71,64
30200,12,67,8,0,63,64,64,65,66,65,67,72,65
30200,13,67,8,0,63,65,65,66,67,65,68,73,66
30300,6,63,9,0,60,61,61,62,62,62,62,66,60
30300,7,63,8,0,61,62,62,62,63,62,63,67,61
30300,8,64,8,0,61,62,62,63,64,63,64,68,62
30300,9,65,8,0,61,63,63,64,64,63,64,69,63
30300,10,65,8,0,62,63,63,64,65,64,65,70,64
30300,11,66,8,0,63,64,64,65,65,64,66,71,64
30300,12,67,8,0,63,64,64,65,66,64,67,72,65
30300,13,67,8,0,63,65,65,66,67,65,68,73,66
30400,6,63,9,0,60,61,61,62,62,62,62,66,60
30400,7,63,8,0,61,62,62,62,63,62,63,67,61
30400,8,64,9,0,61,62,62,63,63,63,64,68,62
30400,9,65,8,0,61,63,63,64,64,63,64,69,63
30400,10,65,8,0,62,63,63,64,65,63,65,70,64
30400,11,66,8,0,62,64,64,65,65,64,66,71,64
30400,12,67,8,0,63,64,64,65,66,64,67,72,65
30400,13,67,8,0,63,65,65,66,67,65,67,73,66
30500,6,63,9,0,60,61,61,62,62,62,62,66,60
30500,7,63,8,0,61,62,62,62,63,62,63,67,61
30500,8,64,8,0,61,62,62,63,63,62,64,68,62
30500,9,65,8,0,61,63,63,64,64,63,64,69,63
30500,10,65,8,0,62,63,63,64,65,63,65,70,63
30500,11,66,8,0,62,64,64,65,65,64,66,71,64
30500,12,67,8,0,63,64,64,65,66,64,67,72,65
30500,13,67,8,0,63,65,65,66,66,65,67,73,66
30600,7,63,8,0,61,62,62,62,63,62,63,67,61
30600,8,64,8,0,61,62,62,63,63,62,64,68,62
30600,9,65,8,0,61,63,63,64,64,63,64,69,63
30600,10,65,8,0,62,63,63,64,65,63,65,70,63
30600,11,66,8,0,62,64,64,65,65,64,66,71,64
30600,12,67,8,0,63,64,64,65,66,64,67,72,65
30600,13,67,8,0,63,65,65,66,66,65,67,73,66
30700,7,63,8,0,61,62,62,62,63,62,63,67,61
30700,8,64,8,0,61,62,62,63,63,62,64,68,62
30700,9,64,8,0,61,63,63,64,64,63,64,69,62
30700,10,65,8,0,62,63,63,64,65,63,65,70,63
30700,11,66,8,0,62,64,64,65,65,64,66,71,64
30700,12,67,8,0,63,64,64,65,66,64,67,72,65
30700,13,67,8,0,63,65,65,66,66,65,67,73,66
30800,7,63,8,0,61,62,62,62,63,62,63,67,61
30800,8,64,8,0,61,62,62,63,63,62,64,68,62
30800,9,64,8,0,61,63,63,64,64,63,64,69,62
30800,10,65,8,0,62,63,63,64,65,63,65,70,63
30800,11,66,8,0,62,64,64,65,65,64,66,71,64
30800,12,67,8,0,63,64,64,65,66,64,67,72,65
30800,13,67,8,0,63,65,65,66,66,65,67,72,66
30900,7,63,8,0,61,62,62,62,63,62,63,67,61
30900,8,64,8,0,61,62,62,63,63,62,64,68,62
30900,9,64,8,0,61,63,63,64,64,63,64,69,62
30900,10,65,8,0,62,63,63,64,65,63,65,70,63
30900,11,66,8,0,62,64,64,65,65,64,66,71,64
30900,12,67,8,0,63,64,64,65,66,64,67,71,65
30900,13,67,8,0,63,65,65,66,66,65,67,72,66
31000,7,63,8,0,61,62,62,62,63,62,63,67,61
31000,8,64,8,0,61,62,62,63,63,62,64,68,62
31000,9,64,8,0,61,62,63,63,64,63,64,69,62
31000,10,65,8,0,62,63,63,64,65,63,65,70,63
31000,11,66,8,0,62,64,64,65,65,64,66,71,64
31000,12,67,8,0,63,64,64,65,66,64,67,71,65
31000,13,67,8,0,63,64,65,66,66,65,67,72,66
31100,7,63,8,0,61,62,62,62,63,62,63,67,61
31100,8,64,8,0,61,62,62,63,63,62,64,68,62
31100,9,64,8,0,61,62,63,63,64,63,64,68,62
31100,10,65,8,0,62,63,63,64,65,63,65,70,63
31100,11,66,8,0,62,64,64,65,65,64,66,70,64
31100,12,67,8,0,63,64,64,65,66,64,67,71,65
31100,13,67,8,0,63,64,65,66,66,65,67,72,66
31200,7,63,8,0,61,62,62,62,63,62,63,67,61
31200,8,64,8,0,61,62,62,63,63,62,63,68,61
31200,9,64,8,0,61,62,63,63,64,63,64,68,62
31200,10,65,8,0,62,63,63,64,65,63,65,69,63
31200,11,66,8,0,62,64,64,65,65,64,66,70,64
31200,12,67,8,0,63,64,64,65,66,64,67,71,65
31200,13,67,8,0,63,64,65,66,66,65,67,72,66
31300,7,63,8,0,61,62,62,62,63,62,63,67,61
31300,8,64,8,0,61,62,62,63,63,62,63,68,61
31300,9,64,8,0,61,62,63,63,64,63,64,68,62
31300,10,65,8,0,62,63,63,64,65,63,65,69,63
31300,11,66,8,0,62,64,64,65,65,64,66,70,64
31300,12,66,8,0,63,64,64,65,66,64,66,71,65
31300,13,67,8,0,63,64,64,66,66,65,67,72,66
31400,7,63,8,0,61,62,62,62,63,62,63,67,61
31400,8,64,8,0,61,62,62,63,63,62,63,67,61
31400,9,64,8,0,61,62,63,63,64,63,64,68,62
31400,10,65,8,0,62,63,63,64,65,63,65,69,63
31400,11,66,8,0,62,64,64,65,65,64,66,70,64
31400,12,66,8,0,63,64,64,65,66,64,66,71,65
31400,13,67,8,0,63,64,64,66,66,65,67,72,66
31500,7,63,8,0,61,62,62,62,63,62,63,67,61
31500,8,64,8,0,61,62,62,63,63,62,63,67,61
31500,9,64,8,0,61,62,63,63,64,63,64,68,62
31500,10,65,8,0,62,63,63,64,64,63,65,69,63
31500,11,66,8,0,62,64,64,65,65,64,66,70,64
31500,12,66,8,0,63,64,64,65,66,64,66,71,65
31500,13,67,8,0,63,64,64,66,66,65,67,72,66
31600,7,63,8,0,61,62,62,62,63,62,63,67,61
31600,8,64,8,0,61,62,62,63,63,62,63,67,61
31600,9,64,8,0,61,62,63,63,64,63,64,68,62
31600,10,65,8,0,62,63,63,64,64,63,65,69,63
31600,11,66,8,0,62,64,64,65,65,64,66,70,64
31600,12,66,8,0,63,64,64,65,66,64,66,71,65
31600,13,67,8,0,63,64,64,66,66,65,67,72,66
31700,7,63,8,0,61,62,62,62,63,62,63,66,61
31700,8,64,8,0,61,62,62,63,63,62,63,67,61
31700,9,64,8,0,61,62,63,63,64,63,64,68,62
31700,10,65,8,0,62,63,63,64,64,63,65,69,63
31700,11,66,8,0,62,63,64,64,65,64,66,70,64
31700,12,66,8,0,63,64,64,65,66,64,66,71,65
31700,13,67,8,0,63,64,64,66,66,65,67,72,66
31800,7,63,8,0,61,62,62,62,63,62,63,66,61
31800,8,64,8,0,61,62,62,63,63,62,63,67,61
31800,9,64,8,0,61,62,63,63,64,63,64,68,62
31800,10,65,8,0,62,63,63,64,64,63,65,69,63
31800,11,66,8,0,62,63,64,64,65,64,66,70,64
31800,12,66,8,0,63,64,64,65,66,64,66,71,65
31800,13,67,8,0,63,64,64,66,66,65,67,72,66
31900,7,63,8,0,61,62,62,62,63,62,63,66,60
31900,8,64,8,0,61,62,62,63,63,62,63,67,61
31900,9,64,8,0,61,62,63,63,64,63,64,68,62
31900,10,65,8,0,62,63,63,64,64,63,65,69,63
31900,11,66,8,0,62,63,64,64,65,64,66,70,64
31900,12,66,8,0,63,64,64,65,66,64,66,71,65
31900,13,67,8,0,63,64,64,66,66,65,67,72,66
32000,7,63,8,0,61,62,62,62,63,62,63,66,60
32000,8,64,8,0,61,62,62,63,63,62,63,67,61
32000,9,64,8,0,61,62,63,63,64,63,64,68,62
32000,10,65,8,0,62,63,63,64,64,63,65,69,63
32000,11,66,8,0,62,63,64,64,65,64,66,70,64
32000,12,66,8,0,63,64,64,65,66,64,66,71,65
32000,13,67,8,0,63,64,64,66,66,65,67,72,66
32100,7,63,8,0,61,61,62,62,63,62,63,66,60
32100,8,64,8,0,61,62,62,63,63,62,63,67,61
32100,9,64,8,0,61,62,63,63,64,63,64,68,62
32100,10,65,8,0,62,63,63,64,64,63,65,69,63
32100,11,66,8,0,62,63,64,64,65,64,66,70,64
32100,12,66,8,0,63,64,64,65,66,64,66,71,65
32100,13,67,8,0,63,64,64,65,66,65,67,72,66
32200,7,63,8,0,61,61,62,62,63,62,63,66,60
32200,8,64,8,0,61,62,62,63,63,62,63,67,61
32200,9,64,8,0,61,62,63,63,64,63,64,68,62
32200,10,65,8,0,62,63,63,64,64,63,65,69,63
32200,11,66,8,0,62,63,64,64,65,64,66,70,64
32200,12,66,8,0,63,64,64,65,65,64,66,71,65
32200,13,67,8,0,63,64,64,65,66,65,67,72,66
32300,7,63,8,0,61,61,62,62,63,62,63,66,60
32300,8,64,8,0,61,62,62,63,63,62,63,67,61
32300,9,64,8,0,61,62,63,63,64,63,64,68,62
32300,10,65,8,0,62,63,63,64,64,63,65,69,63
32300,11,66,8,0,62,63,63,64,65,64,65,70,64
32300,12,66,8,0,63,64,64,65,65,64,66,71,65
32300,13,67,8,0,63,64,64,65,66,65,67,72,65
32400,7,63,8,0,61,61,62,62,63,62,63,66,60
32400,8,64,8,0,61,62,62,63,63,62,63,67,61
32400,9,64,8,0,61,62,63,63,64,63,64,68,62
32400,10,65,8,0,62,63,63,64,64,63,65,69,63
32400,11,66,8,0,62,63,63,64,65,64,65,70,64
32400,12,66,8,0,63,64,64,65,65,64,66,71,65
32400,13,67,8,0,63,64,64,65,66,65,67,72,65
32500,7,63,8,0,61,61,62,62,63,62,63,66,60
32500,8,64,8,0,61,62,62,63,63,62,63,67,61
32500,9,64,8,0,61,62,63,63,64,63,64,68,62
32500,10,65,8,0,62,63,63,64,64,63,65,69,63
32500,11,66,8,0,62,63,63,64,65,64,65,70,64
32500,12,66,8,0,63,64,64,65,65,64,66,71,65
32500,13,67,8,0,63,64,64,65,66,65,67,72,65
32500,14,67,8,0,63,65,65,66,67,65,68,73,66
32600,7,63,8,0,61,61,62,62,63,62,63,66,60
32600,8,64,8,0,61,62,62,63,63,62,63,67,61
32600,9,64,8,0,61,62,62,63,64,63,64,68,62
32600,10,65,8,0,62,63,63,64,64,63,65,69,63
32600,11,66,8,0,62,63,63,64,65,64,65,70,64
32600,12,66,8,0,63,64,64,65,65,64,66,71,65
32600,13,67,8,0,63,64,64,65,66,65,67,72,65
32600,14,67,8,0,63,65,65,66,67,65,68,73,66
32700,7,63,8,0,61,61,62,62,63,62,63,66,60
32700,8,63,8,0,61,62,62,63,63,62,63,67,61
32700,9,64,8,0,61,62,62,63,64,63,64,68,62
32700,10,65,8,0,62,63,63,64,64,63,65,69,63
32700,11,66,8,0,62,63,63,64,65,64,65,70,64
32700,12,66,8,0,63,64,64,65,65,64,66,71,65
32700,13,67,8,0,63,64,64,65,66,64,67,72,65
32700,14,67,8,0,63,65,65,66,67,65,67,73,66
32800,7,63,8,0,61,61,62,62,63,62,63,66,60
32800,8,63,8,0,61,62,62,63,63,62,63,67,61
32800,9,64,8,0,61,62,62,63,64,63,64,68,62
32800,10,65,8,0,62,63,63,64,64,63,65,69,63
32800,11,65,8,0,62,63,63,64,65,64,65,70,64
32800,12,66,8,0,63,64,64,65,65,64,66,71,64
32800,13,67,8,0,63,64,64,65,66,64,67,72,65
32800,14,67,8,0,63,65,65,66,66,65,67,73,66
32900,7,63,8,0,61,61,62,62,63,62,62,66,60
32900,8,63,8,0,61,62,62,63,63,62,63,67,61
32900,9,64,8,0,61,62,62,63,64,63,64,68,62
32900,10,65,8,0,62,63,63,64,64,63,65,69,63
32900,11,65,8,0,62,63,63,64,65,64,65,70,64
32900,12,66,8,0,62,64,64,65,65,64,66,71,64
32900,13,67,8,0,63,64,64,65,66,64,67,72,65
32900,14,67,8,0,63,65,65,66,66,65,67,73,66
33000,7,63,8,0,61,61,62,62,63,62,62,66,60
33000,8,63,8,0,61,62,62,63,63,62,63,67,61
33000,9,64,8,0,61,62,62,63,64,63,64,68,62
33000,10,65,8,0,62,63,63,64,64,63,65,69,63
33000,11,65,8,0,62,63,63,64,65,64,65,70,64
33000,12,66,8,0,62,64,64,65,65,64,66,71,64
33000,13,67,8,0,63,64,64,65,66,64,67,72,65
33000,14,67,8,0,63,65,65,66,66,65,67,73,66
33100,7,63,8,0,61,61,62,62,63,62,62,66,60
33100,8,63,8,0,61,62,62,63,63,62,63,67,61
33100,9,64,8,0,61,62,62,63,64,63,64,68,62
33100,10,65,8,0,62,63,63,64,64,63,65,69,63
33100,11,65,8,0,62,63,63,64,65,64,65,70,64
33100,12,66,8,0,62,64,64,65,65,64,66,71,64
33100,13,67,8,0,63,64,64,65,66,64,67,72,65
33100,14,67,8,0,63,65,65,66,66,65,67,73,66
33200,7,63,8,0,61,61,62,62,63,62,62,66,60
33200,8,63,8,0,61,62,62,63,63,62,63,67,61
33200,9,64,8,0,61,62,62,63,64,63,64,68,62
33200,10,65,8,0,62,63,63,64,64,63,65,69,63
33200,11,65,8,0,62,63,63,64,65,63,65,70,64
33200,12,66,8,0,62,64,64,65,65,64,66,71,64
33200,13,67,8,0,63,64,64,65,66,64,67,72,65
33200,14,67,8,0,63,65,65,66,66,65,67,72,66
33300,7,63,8,0,61,61,62,62,63,62,62,66,60
33300,8,63,8,0,61,62,62,63,63,62,63,67,61
33300,9,64,8,0,61,62,62,63,64,63,64,68,62
33300,10,65,8,0,62,63,63,64,64,63,65,69,63
33300,11,65,8,0,62,63,63,64,65,63,65,70,64
33300,12,66,8,0,62,64,64,65,65,64,66,71,64
33300,13,67,8,0,63,64,64,65,66,64,67,72,65
33300,14,67,8,0,63,64,65,66,66,65,67,72,66
33400,7,63,8,0,61,61,62,62,63,62,62,66,60
33400,8,63,8,0,61,62,62,63,63,62,63,67,61
33400,9,64,8,0,61,62,62,63,64,63,64,68,62
33400,10,65,8,0,62,63,63,64,64,63,65,69,63
33400,11,65,8,0,62,63,63,64,65,63,65,70,64
33400,12,66,8,0,62,64,64,65,65,64,66,71,64
33400,13,67,8,0,63,64,64,65,66,64,67,72,65
33400,14,67,8,0,63,64,65,66,66,65,67,72,66
33500,7,63,8,0,61,61,62,62,63,62,62,66,60
33500,8,63,8,0,61,62,62,63,63,62,63,67,61
33500,9,64,8,0,61,62,62,63,64,63,64,68,62
33500,10,65,8,0,62,63,63,64,64,63,65,69,63
33500,11,65,8,0,62,63,63,64,65,63,65,70,63
33500,12,66,8,0,62,64,64,65,65,64,66,71,64
33500,13,67,8,0,63,64,64,65,66,64,67,71,65
33500,14,67,8,0,63,64,65,66,66,65,67,72,66
33600,7,63,9,0,61,61,62,62,62,62,62,66,60
33600,8,63,8,0,61,62,62,63,63,62,63,67,61
33600,9,64,8,0,61,62,62,63,64,63,64,68,62
33600,10,65,8,0,62,63,63,64,64,63,65,69,63
33600,11,65,8,0,62,63,63,64,65,63,65,70,63
33600,12,66,8,0,62,64,64,65,65,64,66,71,64
33600,13,67,8,0,63,64,64,65,66,64,67,71,65
33600,14,67,8,0,63,64,65,66,66,65,67,72,66
33700,7,63,9,0,61,61,62,62,62,62,62,66,60
33700,8,63,8,0,61,62,62,63,63,62,63,67,61
33700,9,64,8,0,61,62,62,63,64,63,64,68,62
33700,10,65,8,0,62,63,63,64,64,63,64,69,63
33700,11,65,8,0,62,63,63,64,65,63,65,70,63
33700,12,66,8,0,62,64,64,65,65,64,66,71,64
33700,13,67,8,0,63,64,64,65,66,64,67,71,65
33700,14,67,8,0,63,64,65,66,66,65,67,72,66
33800,7,63,9,0,60,61,62,62,62,62,62,66,60
33800,8,63,8,0,61,62,62,63,63,62,63,67,61
33800,9,64,8,0,61,62,62,63,64,63,64,68,62
33800,10,65,8,0,62,63,63,64,64,63,64,69,63
33800,11,65,8,0,62,63,63,64,65,63,65,70,63
33800,12,66,8,0,62,64,64,65,65,64,66,71,64
33800,13,66,8,0,63,64,64,65,66,64,66,71,65
33800,14,67,8,0,63,64,65,66,66,65,67,72,66
33900,7,63,9,0,60,61,62,62,62,62,62,66,60
33900,8,63,8,0,61,62,62,62,63,62,63,67,61
33900,9,64,8,0,61,62,62,63,64,63,64,68,62
33900,10,65,8,0,62,63,63,64,64,63,64,69,63
33900,11,65,8,0,62,63,63,64,65,63,65,70,63
33900,12,66,8,0,62,64,64,65,65,64,66,70,64
33900,13,66,8,0,63,64,64,65,66,64,66,71,65
33900,14,67,8,0,63,64,65,66,66,65,67,72,66
34000,7,63,9,0,60,61,62,62,62,62,62,66,60
34000,8,63,8,0,61,62,62,62,63,62,63,67,61
34000,9,64,8,0,61,62,62,63,64,62,64,68,62
34000,10,65,8,0,62,63,63,64,64,63,64,69,63
34000,11,65,8,0,62,63,63,64,65,63,65,70,63
34000,12,66,8,0,62,64,64,65,65,64,66,70,64
34000,13,66,8,0,63,64,64,65,66,64,66,71,65
34000,14,67,8,0,63,64,65,66,66,65,67,72,66
34100,7,63,9,0,60,61,62,62,62,62,62,66,60
34100,8,63,8,0,61,62,62,62,63,62,63,67,61
34100,9,64,8,0,61,62,62,63,64,62,64,68,62
34100,10,65,8,0,62,63,63,64,64,63,64,69,63
34100,11,65,8,0,62,63,63,64,65,63,65,70,63
34100,12,66,8,0,62,64,64,65,65,64,66,70,64
34100,13,66,8,0,63,64,64,65,66,64,66,71,65
34100,14,67,8,0,63,64,65,66,66,65,67,72,66
34200,7,63,9,0,60,61,62,62,62,62,62,66,60
34200,8,63,8,0,61,62,62,62,63,62,63,67,61
34200,9,64,8,0,61,62,62,63,63,62,64,68,62
34200,10,65,8,0,62,63,63,64,64,63,64,69,63
34200,11,65,8,0,62,63,63,64,65,63,65,70,63
34200,12,66,8,0,62,64,64,65,65,64,66,70,64
34200,13,66,8,0,63,64,64,65,66,64,66,71,65
34200,14,67,8,0,63,64,65,66,66,65,67,72,66
34300,7,63,9,0,60,61,62,62,62,62,62,66,60
34300,8,63,8,0,61,62,62,62,63,62,63,67,61
34300,9,64,8,0,61,62,62,63,63,62,64,68,62
34300,10,65,8,0,62,63,63,64,64,63,64,69,62
34300,11,65,8,0,62,63,63,64,65,63,65,69,63
34300,12,66,8,0,62,64,64,65,65,64,66,70,64
34300,13,66,8,0,63,64,64,65,66,64,66,71,65
34300,14,67,8,0,63,64,64,66,66,65,67,72,66
34400,7,63,9,0,60,61,62,62,62,62,62,66,60
34400,8,63,8,0,61,62,62,62,63,62,63,67,61
34400,9,64,8,0,61,62,62,63,63,62,64,68,62
34400,10,65,8,0,62,63,63,64,64,63,64,69,62
34400,11,65,8,0,62,63,63,64,65,63,65,69,63
34400,12,66,8,0,62,64,64,65,65,64,66,70,64
34400,13,66,8,0,63,64,64,65,66,64,66,71,65
34400,14,67,8,0,63,64,64,66,66,65,67,72,66
34500,7,63,9,0,60,61,62,62,62,62,62,66,60
34500,8,63,8,0,61,62,62,62,63,62,63,67,61
34500,9,64,8,0,61,62,62,63,63,62,64,68,62
34500,10,65,8,0,62,63,63,64,64,63,64,69,62
34500,11,65,8,0,62,63,63,64,65,63,65,69,63
34500,12,66,8,0,62,63,64,65,65,64,66,70,64
34500,13,66,8,0,63,64,64,65,66,64,66,71,65
34500,14,67,8,0,63,64,64,66,66,65,67,72,66
34600,7,63,9,0,60,61,62,62,62,62,62,66,60
34600,8,63,8,0,61,62,62,62,63,62,63,67,61
34600,9,64,8,0,61,62,62,63,63,62,64,68,62
34600,10,65,8,0,62,63,63,64,64,63,64,69,62
34600,11,65,8,0,62,63,63,64,64,63,65,69,63
34600,12,66,8,0,62,63,64,65,65,64,66,70,64
34600,13,66,8,0,63,64,64,65,66,64,66,71,65
34600,14,67,8,0,63,64,64,66,66,65,67,72,66
34700,7,63,9,0,60,61,61,62,62,62,62,66,60
34700,8,63,8,0,61,62,62,62,63,62,63,67,61
34700,9,64,8,0,61,62,62,63,63,62,64,68,62
34700,10,65,8,0,62,63,63,64,64,63,64,69,62
34700,11,65,8,0,62,63,63,64,64,63,65,69,63
34700,12,66,8,0,62,63,64,65,65,64,66,70,64
34700,13,66,8,0,63,64,64,65,66,64,66,71,65
34700,14,67,8,0,63,64,64,66,66,65,67,72,66
34800,7,63,9,0,60,61,61,62,62,62,62,66,60
34800,8,63,8,0,61,62,62,62,63,62,63,67,61
34800,9,64,8,0,61,62,62,63,63,62,64,68,62
34800,10,65,8,0,62,63,63,63,64,63,64,69,62
34800,11,65,8,0,62,63,63,64,64,63,65,69,63
34800,12,66,8,0,62,63,64,64,65,64,66,70,64
34800,13,66,8,0,63,64,64,65,66,64,66,71,65
34800,14,67,8,0,63,64,64,65,66,65,67,72,65
34800,15,67,8,0,63,65,65,66,67,65,68,73,66
